CustomerID,AccountNumber,CustomerName,Industry,Region,AccountManagerID,FirstDrawnDate,CreditLimit,PaymentTermsDays,CustomerStatus
132,100132,Rapid Groundworks Ltd,Agriculture,South East,3,2025-10-12,75000,30,Active
133,100133,Horizon Haulage Ltd,Plant Hire,Midlands,1,2024-11-07,75000,7,Active
134,100134,Rapid Groundworks Ltd,Plant Hire,Wales,6,2025-01-14,100000,14,Active
135,100135,Nova Transport Ltd,Coach & Bus,North West,10,2025-09-22,50000,14,Dormant
136,100136,Mercury Plant Hire Ltd,Facilities,London,4,2025-01-06,5000,30,Active
137,100137,Rapid Distribution Ltd,Haulage,Wales,6,2024-07-13,5000,14,Active
138,100138,Redstone Recycling Ltd,Haulage,Midlands,9,2024-09-06,7500,30,Active
139,100139,Beacon Groundworks Ltd,Courier,South East,3,2024-12-02,7500,30,Dormant
140,100140,Clearway Transport Ltd,Plant Hire,South West,5,2024-04-22,2500,7,Dormant
141,100141,Phoenix Plant Hire Ltd,Manufacturing,Scotland,8,2024-06-27,15000,7,Active
142,100142,Horizon Groundworks Ltd,Construction,North West,10,2025-04-04,25000,30,Active
143,100143,Arrow Groundworks Ltd,Courier,Midlands,9,2025-04-14,2500,7,Active
144,100144,Clearway Civil Engineering Ltd,Coach & Bus,North West,10,2025-12-30,75000,7,Active
145,100145,Bluebird Recycling Ltd,Plant Hire,North West,2,2024-10-08,150000,30,Active
146,100146,Centurion Distribution Ltd,Coach & Bus,South West,12,2025-06-01,150000,14,Active
147,100147,Centurion Haulage Ltd,Retail Distribution,South East,11,2025-04-07,10000,14,Active
148,100148,Arrow Civil Engineering Ltd,Coach & Bus,North West,10,2025-03-13,25000,30,Active
149,100149,Bridgeway Facilities Ltd,Construction,North West,2,2024-04-05,50000,7,Active
150,100150,Mercury Transport Ltd,Retail Distribution,Midlands,9,2025-11-17,5000,14,Active
151,100151,Premier Civil Engineering Ltd,Haulage,South West,12,2024-12-26,5000,30,Active
152,100152,Bridgeway Facilities Ltd,Courier,North West,10,2025-07-23,25000,7,Active
153,100153,Westbrook Plant Hire Ltd,Coach & Bus,Midlands,9,2024-01-30,7500,14,Active
154,100154,Northgate Distribution Ltd,Agriculture,Midlands,1,2024-05-26,150000,30,Active
155,100155,Bridgeway Logistics Ltd,Construction,South East,11,2025-03-05,75000,14,Active
156,100156,Northgate Distribution Ltd,Manufacturing,North West,2,2024-06-08,7500,30,Dormant
157,100157,Summit Fleet Services Ltd,Facilities,Wales,6,2025-09-13,75000,14,Active
158,100158,Albion Groundworks Ltd,Construction,Scotland,8,2024-04-23,15000,30,Active
159,100159,Metro Groundworks Ltd,Waste Management,Midlands,1,2025-02-08,150000,7,Dormant
160,100160,Northgate Plant Hire Ltd,Plant Hire,South West,12,2024-12-01,5000,7,Active
161,100161,Horizon Transport Ltd,Plant Hire,Wales,6,2025-05-27,100000,30,Active
162,100162,Summit Civil Engineering Ltd,Haulage,Wales,6,2025-04-15,5000,14,Active
163,100163,Westbrook Civil Engineering Ltd,Coach & Bus,South West,5,2025-02-18,2500,14,Active
164,100164,Silverline Facilities Ltd,Agriculture,North West,10,2024-04-18,10000,14,Active
165,100165,Evergreen Haulage Ltd,Coach & Bus,South West,12,2024-08-14,25000,7,Dormant
166,100166,Greenacre Haulage Ltd,Retail Distribution,South East,11,2024-12-25,7500,7,Active
167,100167,Sterling Plant Hire Ltd,Plant Hire,North East,7,2024-06-30,75000,14,Active
168,100168,Albion Recycling Ltd,Facilities,Scotland,8,2024-06-03,75000,7,Active
169,100169,Greenacre Fleet Services Ltd,Waste Management,Midlands,9,2025-06-03,5000,14,Active
170,100170,Crown Logistics Ltd,Agriculture,South West,5,2025-10-22,5000,30,Active
171,100171,Pioneer Facilities Ltd,Manufacturing,Midlands,9,2025-08-08,10000,14,Active
172,100172,Evergreen Transport Ltd,Haulage,London,4,2024-12-17,5000,30,Active
173,100173,Crown Plant Hire Ltd,Facilities,London,4,2025-01-07,25000,14,Active
174,100174,Albion Distribution Ltd,Manufacturing,Midlands,9,2024-03-08,25000,7,Active
175,100175,Pioneer Fleet Services Ltd,Waste Management,North East,7,2024-03-24,150000,30,Active
176,100176,Mercury Fleet Services Ltd,Coach & Bus,North East,7,2024-11-13,100000,14,Active
177,100177,Bluebird Transport Ltd,Retail Distribution,North West,10,2025-06-04,25000,7,Active
178,100178,Oakfield Plant Hire Ltd,Agriculture,London,4,2024-08-19,7500,7,Dormant
179,100179,Clearway Haulage Ltd,Retail Distribution,Midlands,9,2025-09-24,7500,30,At Risk
180,100180,Oakfield Transport Ltd,Manufacturing,North East,7,2024-02-14,50000,14,Active
181,100181,Harbour Facilities Ltd,Manufacturing,South West,12,2024-08-27,100000,7,Active
182,100182,Phoenix Facilities Ltd,Courier,Scotland,8,2025-04-17,15000,14,Active
183,100183,Horizon Transport Ltd,Courier,North East,7,2024-02-23,75000,14,Active
184,100184,Falcon Groundworks Ltd,Construction,South West,5,2024-06-13,15000,14,Active
185,100185,Bridgeway Civil Engineering Ltd,Construction,South East,11,2024-12-23,2500,14,Dormant
186,100186,Evergreen Distribution Ltd,Courier,Wales,6,2025-01-18,10000,7,Active
187,100187,Falcon Distribution Ltd,Plant Hire,North East,7,2024-10-20,75000,30,Active
188,100188,Albion Facilities Ltd,Facilities,Midlands,1,2024-01-20,15000,7,Active
189,100189,Kingsway Recycling Ltd,Retail Distribution,Wales,6,2024-10-22,10000,14,Active
190,100190,Harbour Civil Engineering Ltd,Manufacturing,London,4,2024-04-23,75000,30,Active
191,100191,Greenacre Groundworks Ltd,Manufacturing,South East,3,2024-10-25,50000,7,Active
192,100192,Harbour Recycling Ltd,Coach & Bus,North East,7,2025-06-20,25000,7,Active
193,100193,Kingsway Groundworks Ltd,Retail Distribution,Midlands,9,2025-04-26,2500,30,Active
194,100194,Mercury Fleet Services Ltd,Haulage,Scotland,8,2024-12-19,10000,30,Active
195,100195,Falcon Recycling Ltd,Agriculture,North East,7,2024-12-26,100000,14,Active
196,100196,Oakfield Facilities Ltd,Facilities,North East,7,2024-03-05,75000,7,Active
197,100197,Crown Plant Hire Ltd,Haulage,Scotland,8,2025-06-11,50000,30,Active
198,100198,Crown Plant Hire Ltd,Waste Management,Scotland,8,2025-11-02,25000,14,Active
199,100199,Mercury Civil Engineering Ltd,Coach & Bus,London,4,2024-12-13,7500,14,Active
200,100200,Mercury Groundworks Ltd,Waste Management,North West,10,2024-03-21,50000,30,Active
201,100201,Oakfield Groundworks Ltd,Waste Management,Scotland,8,2024-03-22,25000,30,Active
202,100202,OAKFIELD GROUNDWORKS LIMITED,Coach & Bus,North East,7,2024-12-25,75000,7,Active
203,100203,Atlas Distribution Ltd,Manufacturing,Wales,6,2025-10-16,2500,7,Active
204,100204,Pioneer Distribution Ltd,Retail Distribution,North East,7,2024-05-26,150000,30,Active
205,100205,Crown Transport Ltd,Construction,South East,11,2025-01-05,50000,30,Dormant
206,100206,Bridgeway Facilities Ltd,Agriculture,Scotland,8,2024-03-19,150000,7,Active
207,100207,Pioneer Distribution Ltd,Waste Management,South East,3,2024-01-27,7500,14,Active
208,100208,Atlas Groundworks Ltd,Construction,South West,12,2025-12-21,75000,7,Active
209,100209,Northgate Facilities Ltd,Courier,North West,2,2024-03-16,75000,7,Active
210,100210,Arrow Haulage Ltd,Agriculture,Scotland,8,2025-07-17,100000,14,Active
211,100211,Clearway Transport Ltd,Plant Hire,Scotland,8,2024-05-04,10000,7,Active
212,100212,Metro Logistics Ltd,Agriculture,Scotland,8,2025-07-18,7500,30,Active
213,100213,Summit Fleet Services Ltd,Coach & Bus,London,4,2025-02-23,150000,7,Active
214,100214,Bluebird Haulage Ltd,Facilities,London,4,2024-05-11,100000,30,Active
215,100215,Albion Transport Ltd,Coach & Bus,Midlands,1,2025-06-14,7500,14,Active
216,100216,Bluebird Plant Hire Ltd,Agriculture,South West,5,2024-09-13,10000,30,Active
217,100217,Sterling Transport Ltd,Waste Management,North West,2,2025-08-29,150000,7,Active
218,100218,Silverline Recycling Ltd,Agriculture,Midlands,1,2024-03-24,2500,30,Active
219,100219,Sterling Plant Hire Ltd,Manufacturing,Wales,6,2025-05-24,100000,14,Active
220,100220,Northgate Facilities Ltd,Courier,Wales,6,2025-04-09,5000,30,Dormant
221,100221,Arrow Civil Engineering Ltd,Facilities,London,4,2024-12-14,150000,7,Active
222,100222,Centurion Distribution Ltd,Agriculture,Wales,6,2025-01-14,100000,30,Active
223,100223,Harbour Facilities Ltd,Construction,South West,12,2024-09-10,7500,7,Dormant
224,100224,Pioneer Recycling Ltd,Coach & Bus,South East,3,2024-12-01,150000,30,Active
225,100225,Albion Transport Ltd,Facilities,London,4,2024-11-11,75000,7,Active
226,100226,Pioneer Groundworks Ltd,Facilities,South East,3,2025-08-20,25000,7,Dormant
227,100227,Metro Recycling Ltd,Facilities,South West,5,2024-04-20,50000,7,Active
228,100228,Nova Distribution Ltd,Coach & Bus,Scotland,8,2025-02-14,2500,30,Active
229,100229,Mercury Groundworks Ltd,Waste Management,North West,10,2025-05-31,75000,30,Active
230,100230,Silverline Recycling Ltd,Construction,North East,7,2025-02-07,25000,14,Active
231,100231,Mercury Transport Ltd,Courier,Wales,6,2024-02-16,2500,7,Active
232,100232,Phoenix Facilities Ltd,Retail Distribution,London,4,2025-09-12,100000,7,Active
233,100233,Silverline Distribution Ltd,Plant Hire,Wales,6,2025-08-30,25000,30,Active
234,100234,Kingsway Facilities Ltd,Manufacturing,South West,12,2024-01-18,25000,14,Active
235,100235,Horizon Recycling Ltd,Waste Management,Midlands,9,2024-09-28,150000,30,Active
236,100236,Crown Recycling Ltd,Facilities,North East,7,2024-05-31,10000,7,Active
237,100237,Centurion Haulage Ltd,Courier,Midlands,9,2024-11-17,50000,7,Active
238,100238,Redstone Civil Engineering Ltd,Retail Distribution,London,4,2025-12-23,7500,30,Active
239,100239,Bluebird Facilities Ltd,Retail Distribution,Wales,6,2024-06-26,75000,30,Active
240,100240,Mercury Fleet Services Ltd,Manufacturing,London,4,2024-09-09,15000,30,Active
241,100241,Northgate Fleet Services Ltd,Courier,London,4,2025-05-06,25000,30,Active
242,100242,Phoenix Fleet Services Ltd,Waste Management,North West,10,2025-02-08,25000,7,Active
243,100243,Northgate Haulage Ltd,Agriculture,London,4,2025-05-05,10000,7,Active
244,100244,Sterling Groundworks Ltd,Waste Management,North East,7,2025-09-22,150000,7,Active
245,100245,Premier Groundworks Ltd,Courier,South East,3,2024-04-12,50000,14,Active
246,100246,Falcon Transport Ltd,Haulage,North East,7,2025-10-30,75000,14,Active
247,100247,Albion Fleet Services Ltd,Agriculture,South West,5,2024-04-01,150000,7,Active
248,100248,Nova Logistics Ltd,Plant Hire,Wales,6,2024-02-07,50000,14,Active
249,100249,Nova Fleet Services Ltd,Haulage,Midlands,9,2025-08-04,150000,7,Active
250,100250,Bluebird Fleet Services Ltd,Facilities,London,4,2025-05-31,75000,14,Active
251,100251,Falcon Distribution Ltd,Plant Hire,London,4,2024-07-09,2500,30,Active
252,100252,Northgate Recycling Ltd,Courier,North East,7,2025-03-13,100000,14,Active
253,100253,Premier Haulage Ltd,Plant Hire,North East,7,2024-11-27,10000,7,Active
254,100254,Harbour Facilities Ltd,Waste Management,Scotland,8,2025-08-19,150000,7,Active
255,100255,Mercury Plant Hire Ltd,Haulage,North West,10,2024-11-10,7500,14,Active
256,100256,Atlas Fleet Services Ltd,Construction,South West,12,2025-09-21,10000,7,Active
257,100257,Metro Transport Ltd,Facilities,Scotland,8,2025-12-19,100000,14,Active
258,100258,Phoenix Plant Hire Ltd,Courier,North West,10,2025-06-24,25000,7,Active
259,100259,Falcon Logistics Ltd,Retail Distribution,South East,3,2024-06-17,25000,30,Active
260,100260,Premier Plant Hire Ltd,Manufacturing,London,4,2025-06-06,75000,7,Active
261,100261,Evergreen Civil Engineering Ltd,Facilities,Midlands,9,2025-11-19,15000,30,Dormant
262,100262,Sterling Logistics Ltd,Courier,North West,2,2025-03-09,25000,30,Dormant
263,100263,Crown Haulage Ltd,Facilities,Midlands,9,2025-02-22,7500,7,Active
264,100264,Nova Civil Engineering Ltd,Agriculture,Wales,6,2025-01-21,50000,7,Active
265,100265,Premier Groundworks Ltd,Plant Hire,Scotland,8,2024-07-01,100000,14,Active
266,100266,Nova Plant Hire Ltd,Haulage,Midlands,9,2025-04-19,100000,14,Active
267,100267,Beacon Plant Hire Ltd,Courier,London,4,2024-06-07,15000,7,Active
268,100268,Nova Haulage Ltd,Haulage,Wales,6,2024-09-03,10000,7,Active
269,100269,Crown Facilities Ltd,Manufacturing,Midlands,1,2024-02-15,50000,14,Active
270,100270,Redstone Logistics Ltd,Plant Hire,South West,5,2025-08-12,25000,30,Active
271,100271,Premier Distribution Ltd,Courier,South West,5,2025-11-07,100000,7,Active
272,100272,Sterling Logistics Ltd,Retail Distribution,North East,7,2025-07-23,75000,7,Active
273,100273,Greenacre Civil Engineering Ltd,Retail Distribution,Scotland,8,2025-02-22,7500,14,Active
274,100274,Albion Groundworks Ltd,Facilities,South East,3,2024-11-03,7500,14,Active
275,100275,Kingsway Civil Engineering Ltd,Coach & Bus,North East,7,2024-09-05,15000,7,Active
276,100276,Summit Facilities Ltd,Agriculture,North West,2,2024-02-22,15000,14,Active
277,100277,Silverline Logistics Ltd,Construction,South East,3,2025-05-05,10000,14,Active
278,100278,Atlas Logistics Ltd,Courier,South East,3,2025-05-05,10000,30,Active
279,100279,Redstone Civil Engineering Ltd,Courier,Scotland,8,2025-01-24,75000,30,Active
280,100280,Northgate Fleet Services Ltd,Agriculture,London,4,2024-04-10,75000,14,Active
281,100281,Mercury Distribution Ltd,Coach & Bus,Midlands,1,2024-05-29,2500,14,Active
282,100282,Westbrook Recycling Ltd,Coach & Bus,South West,5,2024-07-19,25000,7,Active
283,100283,Beacon Plant Hire Ltd,Facilities,Scotland,8,2025-05-15,75000,14,Active
284,100284,Phoenix Distribution Ltd,Plant Hire,North East,7,2024-07-07,100000,30,Active
285,100285,Evergreen Logistics Ltd,Construction,Midlands,1,2025-02-26,7500,30,Active
286,100286,Centurion Transport Ltd,Haulage,South East,11,2025-01-17,2500,30,Active
287,100287,Atlas Recycling Ltd,Facilities,London,4,2024-01-07,100000,30,Active
288,100288,Apex Groundworks Ltd,Waste Management,South West,5,2025-05-29,50000,7,Active
289,100289,Falcon Groundworks Ltd,Plant Hire,South East,3,2025-09-26,100000,14,Active
290,100290,Sterling Civil Engineering Ltd,Construction,Scotland,8,2025-04-15,150000,7,Active
291,100291,Harbour Fleet Services Ltd,Construction,Midlands,1,2025-02-19,50000,14,Active
292,100292,Crown Logistics Ltd,Plant Hire,North West,10,2025-03-20,25000,30,Active
293,100293,Falcon Groundworks Ltd,Haulage,South East,3,2025-12-09,150000,14,Active
294,100294,Atlas Haulage Ltd,Waste Management,Midlands,1,2024-11-18,2500,7,Active
295,100295,Albion Civil Engineering Ltd,Construction,South West,5,2025-07-31,10000,30,Active
296,100296,Pioneer Groundworks Ltd,Agriculture,Wales,6,2025-12-06,5000,30,Active
297,100297,Mercury Logistics Ltd,Construction,Wales,6,2024-03-18,25000,30,Active
298,100298,Silverline Civil Engineering Ltd,Agriculture,Midlands,9,2025-04-06,75000,7,Active
299,100299,Pioneer Civil Engineering Ltd,Plant Hire,Wales,6,2025-09-25,15000,7,Active
300,100300,Summit Fleet Services Ltd,Plant Hire,Wales,6,2025-02-02,25000,14,Active
301,100301,Apex Fleet Services Ltd,Facilities,Scotland,8,2024-04-14,7500,7,Active
302,100302,Arrow Groundworks Ltd,Retail Distribution,Wales,6,2024-01-27,5000,14,Active
303,100303,ARROW GROUNDWORKS LIMITED,Agriculture,Wales,6,2024-10-25,50000,14,Active
